nohup: ignoring input
CuDNN: True
GPU available: True
Status: train
Seg:  False
Train file: data/wsj_pos/train.pos
Dev file: data/wsj_pos/dev.pos
Test file: data/wsj_pos/test.pos
Raw file: None
Model saved to: data/wsj_pos/saved_model.
Word Embedding: glove
Embedding:
     pretrain word:400000, prefect match:23544, case_match:14564, oov:5399, oov%:0.124092120989
Training model...
DATA SUMMARY START:
     Tag          scheme: BIO
     MAX SENTENCE LENGTH: 512
     MAX   WORD   LENGTH: -1
     Number   normalized: True
     Word  alphabet size: 43508
     Char  alphabet size: 75
     Label alphabet size: 46
     Word embedding size: 100
     Char embedding size: 30
     Train instance number: 38218
     Dev   instance number: 5526
     Test  instance number: 5461
     Raw   instance number: 0
     Hyperpara  iteration: 100
     Hyperpara  batch size: 10
     Hyperpara          lr: 0.015
     Hyperpara    lr_decay: 0
     Hyperpara     HP_clip: 5.0
     Hyperpara    momentum: 0
     Hyperpara  hidden_dim: 200
     Hyperpara     dropout: 0.5
     Hyperpara  lstm_layer: 1
     Hyperpara      bilstm: True
     Hyperpara         GPU: True
     Hyperpara    use_char: True
             Char_features: CNN
DATA SUMMARY END.
Data setting saved to file:  data/wsj_pos/saved_model..dset
build batched bilstm...
build batched char cnn...
Epoch: 0/100
 Learning rate is setted as: 0.015
     Instance: 500; Time: 5.08s; loss: 30566.6881; acc: 3853.0/11897.0=0.3239
     Instance: 1000; Time: 4.80s; loss: 15129.5964; acc: 11049.0/23477.0=0.4706
     Instance: 1500; Time: 4.90s; loss: 12001.2756; acc: 19658.0/35679.0=0.5510
     Instance: 2000; Time: 4.71s; loss: 9738.2029; acc: 28696.0/47670.0=0.6020
     Instance: 2500; Time: 4.74s; loss: 8022.5408; acc: 37813.0/59229.0=0.6384
     Instance: 3000; Time: 4.89s; loss: 7721.4216; acc: 47317.0/71115.0=0.6654
     Instance: 3500; Time: 4.85s; loss: 6930.3144; acc: 57156.0/83089.0=0.6879
     Instance: 4000; Time: 4.81s; loss: 6567.4891; acc: 66879.0/94870.0=0.7050
     Instance: 4500; Time: 4.85s; loss: 6342.7545; acc: 77298.0/107245.0=0.7208
     Instance: 5000; Time: 4.94s; loss: 6190.5527; acc: 87404.0/119295.0=0.7327
     Instance: 5500; Time: 4.88s; loss: 5863.0203; acc: 97656.0/131354.0=0.7435
     Instance: 6000; Time: 4.75s; loss: 5018.8592; acc: 107760.0/143029.0=0.7534
     Instance: 6500; Time: 4.85s; loss: 4731.7842; acc: 117923.0/154676.0=0.7624
     Instance: 7000; Time: 4.89s; loss: 4656.2640; acc: 128221.0/166389.0=0.7706
     Instance: 7500; Time: 4.86s; loss: 4632.7816; acc: 138634.0/178234.0=0.7778
